round,alive_nodes,round_energy
495,100,0.02489174172767083
496,100,0.02566435761695983
497,100,0.02503826943264706
498,100,0.0253386832334337
499,100,0.02526772181478601
500,100,0.02555835559408848
501,100,0.025309530808825486
502,100,0.025468813290400526
503,100,0.02543457957906012
504,100,0.025530320274848074
505,100,0.025210325699117353
506,100,0.025111931074083042
507,100,0.024909934896495692
508,100,0.025772019346056736
509,100,0.025663621798792637
510,100,0.02531082601512183
511,100,0.025271123325153844
512,100,0.025104353607340344
513,100,0.025447244477033826
514,100,0.025045954652561958
515,100,0.024810888637346835
516,100,0.024806877574762295
517,100,0.025640789745984403
518,100,0.025080392205789573
519,100,0.024923284509718917
520,100,0.025697755268556072
521,100,0.02540787598141102
522,100,0.02545464958083633
523,100,0.025150003923621028
524,100,0.025095848181725968
525,100,0.02560011545642463
526,100,0.025634311440857125
527,100,0.025514443388805992
528,100,0.02544645350098236
529,100,0.024701533879153578
530,100,0.025719290270204212
531,100,0.02589259266747622
532,100,0.02513493304712669
533,100,0.025989965524420032
534,100,0.025669061167268546
535,100,0.025582219655094073
536,100,0.025642085181461757
537,100,0.025025296275363228
538,100,0.02500518516646492
539,100,0.02505891228896001
540,100,0.025065647575302125
541,100,0.025137446845186706
542,100,0.02581218636786808
543,100,0.0256385917174696
544,100,0.024927122910548744
545,100,0.025476975694789135
546,100,0.025490646002491187
547,100,0.025464723932749653
548,100,0.025389984549341924
549,100,0.025235452971497076
550,100,0.024985005866946488
551,100,0.02530125206638866
552,100,0.025363598243532813
553,100,0.02568763581831976
554,100,0.025315054767640777
555,100,0.02527554926043533
556,100,0.02537319669460544
557,100,0.025554087725109243
558,100,0.025747064432071715
559,100,0.025430521955918675
560,100,0.025136295011197178
561,100,0.025071467144875445
562,100,0.02556236188409455
563,100,0.025301653724718442
564,100,0.025345084284200427
565,100,0.025293608219690813
566,100,0.025288600056716824
567,100,0.025094089344372836
568,100,0.024983083642250055
569,100,0.025404495609857858
570,100,0.02527451920616152
571,100,0.025500588977642097
572,100,0.025139976315848928
573,100,0.025233196012116082
574,100,0.025086213589032902
575,100,0.025476426697664513
576,100,0.0252092361069751
577,100,0.02508397096943833
578,100,0.024673407408486656
579,100,0.02556506080750557
580,100,0.025279622169955433
581,100,0.025704399325675687
582,100,0.025565093556723713
583,100,0.02486888596609437
584,100,0.02487341161441695
585,100,0.02529843371463679
586,100,0.02568901281620268
587,100,0.024837804015851676
588,100,0.025355081150081123
589,100,0.025590352881668735
590,100,0.02547765801447212
591,100,0.024804239909241892
592,100,0.025559771740687305
593,100,0.025599275660331794
594,100,0.025246863030773878
595,100,0.02485938226921444
596,100,0.02585556807154528
597,100,0.026142615635860404
598,100,0.025021251750256646
599,100,0.024679667729618195
600,100,0.025325170720284285
601,100,0.025315358600953134
602,100,0.025385346958781013
603,100,0.02495712291635885
604,100,0.025028799415095258
605,100,0.025929791821653208
606,100,0.02488572166988538
607,100,0.025654798595405304
608,100,0.025004060784037965
609,100,0.024948496105261536
610,100,0.025324045497479464
611,100,0.025470768632553358
612,100,0.025366604919657337
613,100,0.02530304859346191
614,100,0.025024110094297027
615,100,0.025461492542474866
616,100,0.025696566483992263
617,100,0.025191450435533086
618,100,0.025426076773964728
619,100,0.025370932929562908
620,100,0.025670104015682586
621,100,0.025147715397504967
622,100,0.025159419188595142
623,100,0.025441132120340392
624,100,0.02555636872076172
625,100,0.02542738952823994
626,100,0.0253131036569224
627,100,0.025491826042346122
628,100,0.025028284800049448
629,100,0.025018601511024197
630,100,0.025182318124874113
631,100,0.025713618603164456
632,100,0.025219036576029218
633,100,0.025631497747248575
634,100,0.024777681233908857
635,100,0.025243016837659032
636,100,0.025348977366682148
637,100,0.025254081490880178
638,100,0.025131619109174937
639,100,0.025727566193183442
640,100,0.02530081625236961
641,100,0.0249259397102813
642,100,0.02521245843355284
643,100,0.025254834293241206
644,100,0.02552745509296659
645,100,0.025413979356497664
646,100,0.025211006443282398
647,100,0.026102237816020838
648,100,0.025287899223086517
649,100,0.024906691851581092
650,100,0.025621667069347126
651,100,0.02489588701800027
652,100,0.025246661485840816
653,100,0.025482096712794958
654,100,0.025213578796525467
655,100,0.02509442807255142
656,100,0.02517185031462823
657,100,0.025422027167289963
658,100,0.025520055523550012
659,100,0.025671166450800698
660,100,0.02586156163772994
661,100,0.025121730909296022
662,100,0.025545791943894874
